description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-03-25/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-03-25/mensa-littenweiler_wochenangebot.jpg
Hahnchen-Knusperschnitzel Tomatensauce Fusilli,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2024-03-23/mensa-rempartstrae_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-03-22/mensa-rempartstrae_wochenangebot.jpg
Schupfnudel-Gemusepfanne Rahmsauce Blattsalat,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-03-21/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-03-21/mensa-rempartstrae_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-21/mensa-institutsviertel_wochenangebot.jpg
Cannelloni mit Gemuse und Kasekruste Tomatensauce Krauterpesto,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-03-20/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-03-20/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-03-20/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-20/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-03-19/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-03-18/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-03-18/mensa-institutsviertel_essen-3.jpg
Mango-Weizen Tabouleh mit Krautern Avocadodip Kornerbaguette,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2024-03-18/mensa-institutsviertel_schneller-teller.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-18/mensa-institutsviertel_wochenangebot.jpg
Gemuse-Gnocchipfanne Pinksauce Schafskase Topping,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-03-15/mensa-rempartstrae_essen-1.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-15/mensa-institutsviertel_wochenangebot.jpg
Halloumi-Bowl mit schwarzen Linsen Rote Bete-Dip Gurke Papadam Tomate Olive Zitronenbulgur Scharfe Zwiebeln,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-03-14/mensa-rempartstrae_tagesgericht.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-14/mensa-institutsviertel_wochenangebot.jpg
Gefullte Paprika Gitterkartoffeln Spanische Bohnen,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-03-13/mensa-rempartstrae_essen-1.jpg
Gemuselasagne mit Oliven und Weikase Pesto,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-03-13/mensa-rempartstrae_tagesgericht.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-03-13/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-13/mensa-institutsviertel_wochenangebot.jpg
Hahnchenfleisch-Burger Avocadodip Risoleekartoffeln,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-03-12/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-03-12/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-12/mensa-institutsviertel_wochenangebot.jpg
Vegetarisches Geschnetzeltes Champignon-Rahmsauce Kartoffelrosti Buntes Pfannengemuse,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-03-11/mensa-rempartstrae_essen-1.jpg
Vegane Filetstreifen Hummus Gemusesalat Fladenbrot,no,no,Tagesgericht,Vegan,Mensa Rempartstrae,images/2024-03-11/mensa-rempartstrae_tagesgericht.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-03-11/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-11/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Essen 1,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-03-09/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-03-08/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-08/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-03-08/mensa-littenweiler_wochenangebot.jpg
Mandel-Tofuragout mit Pilzen Bauernspatzle,no,no,Essen 2,Vegetarisch,Mensa Rempartstrae,images/2024-03-07/mensa-rempartstrae_essen-2.jpg
Falafel Quinoa Bowl Bio Hummus Mojo Dip Gebackene Sukartoffeln Blumenkohlsalat Sojabohnen Cranberry-Rotkrautsalat,no,no,Tagesgericht,Vegan,Mensa Rempartstrae,images/2024-03-07/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-03-07/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-07/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-03-07/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-03-06/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-03-06/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-06/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-03-06/mensa-littenweiler_wochenangebot.jpg
Hahnchen-Knusperschnitzel Tomatensauce Fusilli,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2024-03-05/mensa-rempartstrae_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-03-05/mensa-rempartstrae_wochenangebot.jpg
Schweinesteak mit Zwiebel-Senfkruste Rahmsauce Bauernspatzle Prinzessbohnen,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-03-05/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-03-05/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-05/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-03-05/mensa-littenweiler_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-03-04/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-03-04/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-03-04/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-03-04/mensa-littenweiler_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-03-02/mensa-rempartstrae_essen-1.jpg
Zucchini-Kofte Krauter-Joghurtdip Griechischer Bauernsalat Fladenbrot,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-03-01/mensa-rempartstrae_tagesgericht.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-03-01/mensa-institutsviertel_wochenangebot.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-02-29/mensa-institutsviertel_wochenangebot.jpg
Ofenkartoffel Erbsen-Guacamole Bohnencreme,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-02-28/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-02-28/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-02-28/mensa-institutsviertel_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-02-27/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-02-27/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Tagesgericht,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-02-26/mensa-rempartstrae_tagesgericht.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-02-26/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2024-02-26/mensa-institutsviertel_wochenangebot.jpg
Spaghetti Weizen-Gemusebolognese,no,no,Essen 1,Vegan,Mensa Littenweiler,images/2024-02-26/mensa-littenweiler_essen-1.jpg
Mangold-Linsencurry mit Zitronenblattern Basmatireis Naan Brot,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-02-23/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-02-23/mensa-rempartstrae_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-23/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-02-22/mensa-rempartstrae_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-22/mensa-institutsviertel_wochenangebot.jpg
Blumenkohlburger mit Harissa-Mayonnaise Aubergine und Rucola Pommes frites,no,no,Tagesgericht,Vegan,Mensa Rempartstrae,images/2024-02-21/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-02-21/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-02-21/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-21/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-02-20/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-02-20/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-20/mensa-institutsviertel_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-02-19/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-02-19/mensa-rempartstrae_wochenangebot.jpg
Zitronen-Krauternudeln mit Tomaten Ruccola und Basilikum Bio Rauchertofu Tomatensugo Petersilienpesto,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2024-02-19/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-02-19/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-19/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-Knusperschnitzel Tomatensauce Fusilli,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2024-02-17/mensa-rempartstrae_essen-2.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-16/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-02-16/mensa-littenweiler_wochenangebot.jpg
Cannelloni mit Gemuse und Kasekruste Tomatensauce Krauterpesto,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-02-15/mensa-rempartstrae_essen-1.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-15/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-02-15/mensa-littenweiler_wochenangebot.jpg
Schupfnudel-Gemusepfanne Rahmsauce Blattsalat,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-02-14/mensa-rempartstrae_tagesgericht.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-14/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-02-14/mensa-littenweiler_wochenangebot.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-13/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2024-02-13/mensa-littenweiler_wochenangebot.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-12/mensa-institutsviertel_wochenangebot.jpg
Gemuse-Gnocchipfanne Pinksauce Schafskase Topping,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-02-09/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-02-09/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-09/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-02-08/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-08/mensa-institutsviertel_wochenangebot.jpg
Gefullte Paprika Gitterkartoffeln Spanische Bohnen,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2024-02-07/mensa-rempartstrae_essen-1.jpg
Gemuselasagne mit Oliven und Weikase Pesto,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2024-02-07/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-02-07/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-02-07/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-07/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-02-06/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-02-06/mensa-institutsviertel_essen-3.jpg
Aglio Spaghetti mit getrockneten Tomaten,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2024-02-06/mensa-institutsviertel_schneller-teller.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-06/mensa-institutsviertel_wochenangebot.jpg
Vegetarisches Geschnetzeltes Champignon-Rahmsauce Kartoffelrosti Buntes Pfannengemuse,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2024-02-05/mensa-rempartstrae_essen-1.jpg
Vegane Filetstreifen Hummus Gemusesalat Fladenbrot,no,no,Tagesgericht,Vegan,Mensa Rempartstrae,images/2024-02-05/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2024-02-05/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2024-02-05/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2024-02-05/mensa-institutsviertel_wochenangebot.jpg
