description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-03-12/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-12/mensa-institutsviertel_wochenangebot.jpg
Vegetarian sliced mushroom sauce potato rosti colorful pan,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-03-11/mensa-rempartstrae_essen-1.jpg
Vegan fillet strips Hummus Gemusesalat flatbread,no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2024-03-11/mensa-rempartstrae_tagesgericht.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-03-11/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-11/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Meal 1,Vegan (on request),Mensa Rempartstrae,images/2024-03-09/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-03-08/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-08/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-03-08/mensa-littenweiler_wochenangebot.jpg
Almond Tofuragout with mushrooms farmers sparrow,no,no,Meal 2,Vegetarian,Mensa Rempartstrae,images/2024-03-07/mensa-rempartstrae_essen-2.jpg
Falafel Quinoa Bowl Bio Hummus Mojo Dip Baked Sukarktols Flower cauliflower Soybeans of Cranberry red cabbage salad,no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2024-03-07/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-03-07/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-07/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-03-07/mensa-littenweiler_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-03-06/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-03-06/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-06/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-03-06/mensa-littenweiler_wochenangebot.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2024-03-05/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-03-05/mensa-rempartstrae_wochenangebot.jpg
Pork steak with onion-sensitis cream sauce farmer's sparrow princess beans,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2024-03-05/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-03-05/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-05/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-03-05/mensa-littenweiler_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-03-04/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-03-04/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-03-04/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-03-04/mensa-littenweiler_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-03-02/mensa-rempartstrae_essen-1.jpg
Zucchini-Kofte Krauter-Joghurtdip Greek peasant salad flatbread,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-03-01/mensa-rempartstrae_tagesgericht.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-03-01/mensa-institutsviertel_wochenangebot.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-02-29/mensa-institutsviertel_wochenangebot.jpg
Oven potato peased guacamole bean cream,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2024-02-28/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-02-28/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-02-28/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-02-27/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-02-27/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Daily dish,Vegan (on request),Mensa Rempartstrae,images/2024-02-26/mensa-rempartstrae_tagesgericht.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-02-26/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-02-26/mensa-institutsviertel_wochenangebot.jpg
Spaghetti wheat-gemusebolognese,no,no,Meal 1,Vegan,Mensa Littenweiler,images/2024-02-26/mensa-littenweiler_essen-1.jpg
Mangold lens curry with lemon leaves basmatireis naan bread,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-02-23/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-02-23/mensa-rempartstrae_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-23/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-02-22/mensa-rempartstrae_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-22/mensa-institutsviertel_wochenangebot.jpg
Blumenkohlburger with Harissa-Mayonnaise Aubergine and Rucola French fries,no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2024-02-21/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-02-21/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-02-21/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-21/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-02-20/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-02-20/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-20/mensa-institutsviertel_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-02-19/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-02-19/mensa-rempartstrae_wochenangebot.jpg
Lemon herbal noodles with tomatoes rocket and basil organic smoking tofu tomatoensugo parsilia pesto,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2024-02-19/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-02-19/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-19/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2024-02-17/mensa-rempartstrae_essen-2.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-16/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-02-16/mensa-littenweiler_wochenangebot.jpg
Cannelloni with a gem and casual crust sauce herbly pesto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-02-15/mensa-rempartstrae_essen-1.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-15/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-02-15/mensa-littenweiler_wochenangebot.jpg
Schupfnudel-Gemusepfanne Rahmsauce leaf salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-02-14/mensa-rempartstrae_tagesgericht.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-14/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-02-14/mensa-littenweiler_wochenangebot.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-13/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-02-13/mensa-littenweiler_wochenangebot.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-12/mensa-institutsviertel_wochenangebot.jpg
Gemuse gnocchi pan pinksauce sheep's box topping,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-02-09/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-02-09/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-09/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-02-08/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-08/mensa-institutsviertel_wochenangebot.jpg
Fulled peppers grating potatoes Spanish beans,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2024-02-07/mensa-rempartstrae_essen-1.jpg
Musela sagne with olives and white pesto,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-02-07/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-02-07/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-02-07/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-07/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-02-06/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-02-06/mensa-institutsviertel_essen-3.jpg
Aglio Spaghetti with dried tomatoes,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2024-02-06/mensa-institutsviertel_schneller-teller.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-06/mensa-institutsviertel_wochenangebot.jpg
Vegetarian sliced mushroom sauce potato rosti colorful pan,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-02-05/mensa-rempartstrae_essen-1.jpg
Vegan fillet strips Hummus Gemusesalat flatbread,no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2024-02-05/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-02-05/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-02-05/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-02-05/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Meal 1,Vegan (on request),Mensa Rempartstrae,images/2024-02-03/mensa-rempartstrae_essen-1.jpg
Colorful Tortellini Kase cream sauce,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2024-02-01/mensa-rempartstrae_essen-1.jpg
Almond Tofuragout with mushrooms farmers sparrow,no,no,Meal 2,Vegetarian,Mensa Rempartstrae,images/2024-02-01/mensa-rempartstrae_essen-2.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-02-01/mensa-institutsviertel_wochenangebot.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2024-01-30/mensa-rempartstrae_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2024-01-29/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2024-01-29/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-01-26/mensa-rempartstrae_wochenangebot.jpg
Zucchini-Kofte Krauter-Joghurtdip Greek peasant salad flatbread,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2024-01-25/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-01-25/mensa-rempartstrae_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2024-01-25/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2024-01-25/mensa-littenweiler_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2024-01-24/mensa-rempartstrae_wochenangebot.jpg
